Ticker,Name,Price,Dividend Yield,Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
EBIX,"Ebix, Inc.",38.44,0.008088434,1131.09664,14.06,0.109765468,2.007682877
EBS,"Emergent BioSolutions, Inc.",63.25,N/A,3242.50344,809.86,N/A,1.005600553
EBSB,"Meridian Bancorp, Inc.",18.07,0.016120067,960.27022,13.77,0.220868241,0.700592226
EBTC,"Enterprise Bancorp, Inc.",30.64,0.0209082,361.96325,10.54,0.220613582,1.355599015
ECHO,"Echo Global Logistics, Inc.",21.595,N/A,577.5622,39.18,N/A,1.33060608
ECOL,"US Ecology, Inc.",50.51,0.014114879,1126.35181,22.08,0.314726581,0.619002018
ECOM,ChannelAdvisor Corp.,11.69,N/A,276.10056,-239.55,N/A,1.054102109
ECOR,"electroCore, Inc.",1.015,N/A,30.399832,-0.58,N/A,2.604560476
ECPG,"Encore Capital Group, Inc.",36.44,N/A,1127.4417,6.64,N/A,1.463309781
EDIT,"Editas Medicine, Inc.",26.87,N/A,1384.665271,-10.87,N/A,1.991489706
EE,El Paso Electric Co.,68.23,0.02182191,2781.3858,29.34,0.640667326,0.098502046
EEX,"Emerald Expositions Events, Inc.",10.29,0.028202677,747.03228,-10.48,-0.300407332,0.801293407
EFC,"Ellington Financial, Inc.",18.76,0.096566524,819.002456,13.43,1.288475304,0.346996645
EFSC,Enterprise Financial Services Corp.,45.29,0.013710747,1200.27446,12.79,0.175037407,1.117858409
EGAN,eGain Corp.,10.21,N/A,298.36603,63.92,N/A,1.332363219
EGBN,"Eagle Bancorp, Inc. (Maryland)",44.59,0.014838129,1478.55968,10.66,0.157800359,0.95242442
EGHT,"8x8, Inc.",20.49,N/A,2112.68396,-13.34,N/A,1.277586446
EGLE,"Eagle Bulk Shipping, Inc.",3.625,N/A,258.22625,-64.59,N/A,1.524227623
EGOV,"NIC, Inc.",20.825,0.015503876,1382.21952,27.85,0.428208216,0.824705227
EGP,"EastGroup Properties, Inc.",140.38,0.020994002,5451.19704,43.44,0.909794213,0.472291503
EGRX,"Eagle Pharmaceuticals, Inc.",55.86,N/A,845.05332,30.43,N/A,1.167297439
EHTH,"eHealth, Inc.",118.425,N/A,2662.06755,320.22,N/A,1.748127802
EIDX,"Eidos Therapeutics, Inc.",53.47,N/A,2022.94157,-67.18,N/A,1.195099008
EIG,"Employers Holdings, Inc.",44.5,0.019286836,1418.63085,9.53,0.184166006,0.653333079
EIGI,"Endurance International Group Holdings, Inc.",4.695,N/A,708.6002,-54.66,N/A,1.380903939
EIGR,"Eiger BioPharmaceuticals, Inc.",11.99,N/A,293.69505,-3.59,N/A,0.962464876
ELF,"e.l.f. Beauty, Inc.",19.04,N/A,936.21292,32.83,N/A,1.142350549
ELOX,"Eloxx Pharmaceuticals, Inc.",4.17,N/A,169.61272,-2.89,N/A,1.935628557
ELVT,"Elevate Credit, Inc.",4.25,N/A,202.68522,5.77,N/A,0.209957932
ELY,Callaway Golf Co.,19.71,0.002122016,1773.91695,23.44,0.047568082,1.298029402
EME,"EMCOR Group, Inc.",87.49,0.003697712,4859.48062,15.62,0.057113281,1.058616923
EML,The Eastern Co.,28.25,0.015575221,176.2235,14.16,0.216514123,1.421092823
ENDP,Endo International Plc,6.545,N/A,1424.15328,-2.98,N/A,1.535905339
ENFC,Entegra Financial Corp.,30.16,N/A,208.79768,15.23,N/A,-0.331019123
ENOB,"Enochian Biosciences, Inc.",3.78,N/A,180.93134,-38.29,N/A,0.439623276
ENPH,"Enphase Energy, Inc.",41.475,N/A,4853.82876,109.12,N/A,1.281825409
ENS,EnerSys,77.94,0.009150327,3234.879,21.07,0.189199416,1.280143938
ENSG,"The Ensign Group, Inc.",52.7,0.003654138,2810.63604,25.48,0.09309411,1.073903456
ENTA,"Enanta Pharmaceuticals, Inc.",52.86,N/A,1046.3642,30.75,N/A,1.24996852
ENV,"Envestnet, Inc.",83.45,N/A,4308.0333,-201.76,N/A,1.08490893
ENVA,"Enova International, Inc.",21.55,N/A,722.475677,20.01,N/A,1.294222048
ENZ,"Enzo Biochem, Inc.",2.19,N/A,108.90553,128.82,N/A,1.114669309
EOLS,"Evolus, Inc.",9.49,N/A,315.19775,-2.96,N/A,1.214024004
EPAY,"Bottomline Technologies, Inc.",48.5,N/A,2103.7731,356.43,N/A,1.176919785
EPC,Edgewell Personal Care Co.,34.67,N/A,1987.923,-5.68,N/A,1.697783141
EPM,Evolution Petroleum Corp.,5.06,0.079681275,165.3337,16.38,1.294917449,1.110738816
EPRT,"Essential Properties Realty Trust, Inc.",28.39,0.02979903,2653.671228,48.55,1.470588235,0.389885094
EPZM,"Epizyme, Inc.",22.71,N/A,2023.66428,-14.1,N/A,1.983371325
EQBK,"Equity Bancshares, Inc.",27.94,N/A,434.13084,17.03,N/A,0.835747446
ERA,"Era Group, Inc.",11.04,N/A,241.930818,-26.6,N/A,0.927861123
ERI,"Eldorado Resorts, Inc.",66.43,N/A,5093.935,54.8,N/A,1.544232475
ERII,"Energy Recovery, Inc.",10.855,N/A,585.33192,42.43,N/A,1.436524807
EROS,Eros International Plc,2.88,N/A,307.066611,-0.49,N/A,1.89487743
ESCA,"Escalade, Inc.",8.88,0.056306306,126.6732,15.4,0.874125874,1.045158939
ESE,"ESCO Technologies, Inc.",104.34,0.003114052,2669.80756,36.66,0.112446412,1.111747041
ESGR,Enstar Group Ltd.,197.695,N/A,4308.921016,7.14,N/A,0.839835954
ESNT,Essent Group Ltd.,51.52,0.002850627,5177.49228,9.37,0.027268761,1.073778556
ESPR,"Esperion Therapeutics, Inc.",70.09,N/A,1809.0474,-19.97,N/A,1.266864579
ESQ,"Esquire Financial Holdings, Inc.",24.07,N/A,183.728602,12.56,N/A,0.98569945
ESSA,"ESSA Bancorp, Inc.",17.37,0.023713129,195.2041,14.16,0.333713169,0.437090311
ESTE,"Earthstone Energy, Inc.",4.58,N/A,292.545456,3.33,N/A,2.189922049
ESXB,Community Bankers Trust Corp.,9.175,0.01416122,205.84314,13.03,0.184528034,1.115881953
ETH,"Ethan Allen Interiors, Inc.",14.56,0.055517002,373.642654,15.02,0.825167612,0.655664075
ETM,Entercom Communications Corp.,4.45,0.066059226,604.192184,-1.92,-0.125356618,1.675987735
EVBG,"Everbridge, Inc.",91.12,N/A,3114.0864,-59.99,N/A,0.954460021
EVBN,"Evans Bancorp, Inc.",38.55,0.027055151,189.5092,N/A,N/A,0.730920318
EVC,Entravision Communications Corp.,2.05,0.099502488,169.944177,-8.54,-0.832986256,0.593142253
EVER,"EverQuote, Inc.",40.065,N/A,1071.650374,-76.9,N/A,1.287280574
EVFM,"Evofem Biosciences, Inc.",5.445,N/A,244.82153,-2.16,N/A,0.139274158
EVH,"Evolent Health, Inc.",11.13,N/A,918.021462,-7.47,N/A,1.630434367
EVI,"EVI Industries, Inc.",23.62,N/A,308.71124,117.75,N/A,0.617415789
EVLO,"Evelo Biosciences, Inc.",4.95,N/A,137.64894,-2.01,N/A,0.947294698
EVOP,"EVO Payments, Inc.",28.89,N/A,2379.666501,-72.78,N/A,0.847101903
EVRI,"Everi Holdings, Inc.",13.29,N/A,1085.28273,38.09,N/A,1.077748639
EVTC,"EVERTEC, Inc.",34.62,0.005743825,2504.46332,25.36,0.146498682,1.005212386
EXLS,"ExlService Holdings, Inc.",75.81,N/A,2562.92115,51.95,N/A,1.021735678
EXPI,"eXp World Holdings, Inc.",11.65,N/A,729.0563,-45.54,N/A,1.002573821
EXPO,"Exponent, Inc.",79.2,0.00823999,4025.55843,50.6,0.408919558,0.615618043
EXPR,"Express, Inc.",4.47,N/A,276.718176,-12.57,N/A,1.973329042
EXTN,Exterran Corp.,4.6,N/A,166.80759,-17.37,N/A,1.178450663
EXTR,"Extreme Networks, Inc.",6.35,N/A,724.608,-8.89,N/A,1.450198556
EYE,"National Vision Holdings, Inc.",32.55,N/A,2565.41175,248.4,N/A,1.223329193
EYPT,"EyePoint Pharmaceuticals, Inc.",1.935,N/A,207.58464,-3.37,N/A,1.730788323
EZPW,"EZCORP, Inc.",4.935,N/A,267.538795,38.28,N/A,0.916838267
FARM,Farmer Brothers Co.,13.88,N/A,240.02783,-4.82,N/A,0.810083022
FARO,"FARO Technologies, Inc.",56.34,N/A,964.70372,-146.76,N/A,1.477914361
FATE,"Fate Therapeutics, Inc.",28.51,N/A,2049.32623,-21.67,N/A,1.737312065
FBC,"Flagstar Bancorp, Inc.",35.82,0.004454343,2034.18552,9.29,0.04150454,0.744609785
FBIZ,"First Business Financial Services, Inc.",25.33,0.023510972,218.252654,9.43,0.223056619,0.85251828
FBK,FB Financial Corp.,36.92,0.008641642,1149.22605,13.67,0.118505351,1.020320426
FBM,"Foundation Building Materials, Inc.",18.23,N/A,771.2406,21.29,N/A,0.838524714
FBMS,"The First Bancshares, Inc. (Mississippi)",35,0.008857143,658.07,13.7,0.121487636,0.661413638
FBNC,First Bancorp (North Carolina),37.315,0.014496644,1102.63725,N/A,N/A,0.987671571
FBP,First BanCorp (Puerto Rico),9.19,0.014989293,2030.13306,12.09,0.184113624,1.1873329
FC,Franklin Covey Co.,33.01,N/A,448.793235,-2089.24,N/A,1.044095501
FCAP,"First Capital, Inc.",67.04,0.014285714,223.706,21.45,0.30665935,0.541947664
FCBC,"First Community Bancshares, Inc. (Virginia)",30.42,0.031746032,538.60464,12.32,0.388255278,0.897190526
FCBP,First Choice Bancorp (California),24.48,0.03522586,280.77668,N/A,N/A,0.77735002
FCCY,1st Constitution Bancorp,20.26,0.014807502,206.48992,13.35,0.194640888,0.647909099
FCF,First Commonwealth Financial Corp. (Pennsylvania),13.95,0.028797696,1365.55368,N/A,N/A,1.037456074
FCFS,"FirstCash, Inc.",85.03,0.012024048,3562.613993,22.21,0.2663394,0.883482137
FCN,"FTI Consulting, Inc.",123.85,N/A,4616.94739,21.63,N/A,0.648309308
FCPT,"Four Corners Property Trust, Inc.",30.9,0.036929994,2146.07538,28.1,1.045739747,0.278603388
FDBC,"Fidelity D&D Bancorp, Inc.",57.25,0.018515284,216.5195,18.71,0.346972177,0.90456345
FDEF,First Defiance Financial Corp.,28.82,0.027856135,1066.36436,11.62,0.317549642,0.861102818
FDP,"Fresh Del Monte Produce, Inc.",34.41,0.006189213,1631.42226,28.61,0.174621653,0.616487053
FELE,"Franklin Electric Co., Inc.",60.785,0.009178105,2803.51014,28.39,0.25923677,1.148911556
FET,"Forum Energy Technologies, Inc.",1.06,N/A,113.77792,-0.12,N/A,2.602890026
FF,FutureFuel Corp.,11.52,0.020851434,503.48193,28.54,0.594648167,1.755168677
FFBC,First Financial Bancorp (Ohio),24.92,0.036246476,2445.53153,12.37,0.446672291,1.276654459
FFG,"FBL Financial Group, Inc.",58.98,0.032978358,2871.69137,11.58,0.377017633,1.025084305
FFIC,Flushing Financial Corp.,20.51,0.040658277,581.727752,14.26,0.584388479,0.702502455
FFIN,"First Financial Bankshares, Inc.",34.58,0.013439306,4918.217,28.54,0.383536787,1.139904855
FFNW,"First Financial Northwest, Inc.",15.18,0.023317788,153.89753,14.61,0.336797537,0.633405213
FFWM,"First Foundation, Inc.",17.26,0.011682243,764.76752,13.69,0.158692375,1.14175382
FG,FGL Holdings,12.05,0.00247117,2692.74912,25.17,0.062656642,1.212795581
FGBI,"First Guaranty Bancshares, Inc.",19.27,0.030947068,187.70907,13.09,0.406067003,0.971943084
FGEN,"FibroGen, Inc.",45.29,N/A,3893.9675,92.55,N/A,1.621732289
FI,Frank's International NV,3.67,N/A,811.8108,-9.93,N/A,1.77329692
FIBK,"First Interstate BancSystem, Inc. (Montana)",39.37,0.031762295,2546.566668,13.84,0.436251055,1.059390191
FII,"Federated Investors, Inc.",36.23,0.02980955,3664.26597,13.45,0.400801603,0.75556889
FISI,"Financial Institutions, Inc.",30.46,0.032786885,485.133,10.29,0.336972638,0.796802336
FIT,"Fitbit, Inc.",6.5,N/A,1738.233625,-9.02,N/A,1.461685674
FIVN,"Five9, Inc.",75.67,N/A,4591.30843,-2864.77,N/A,1.386361786
FIX,"Comfort Systems USA, Inc.",49.61,0.007806164,1808.86032,17.38,0.134860586,1.107491753
FIXX,"Homology Medicines, Inc.",19.385,N/A,832.70185,-7.98,N/A,1.333633934
FIZZ,National Beverage Corp.,43.23,N/A,2021.76546,17.08,N/A,0.948494436
FLDM,Fluidigm Corp.,3.465,N/A,262.9557,-3.46,N/A,1.101868247
FLIC,The First of Long Island Corp.,23.19,0.030133448,562.02662,13.8,0.415775719,1.020227814
FLMN,Falcon Minerals Corp.,4.73,0.130801688,407.406318,11.64,1.525966035,1.166661311
FLNT,"Fluent, Inc.",2.655,N/A,197.4017,-205.43,N/A,1.56363041
FLOW,"SPX Flow, Inc.",42.6,N/A,1759.71978,-19.14,N/A,1.630631475
FLWS,"1-800-FLOWERS.COM, Inc.",16.405,N/A,1038.620434,25.18,N/A,1.044165788
FLXN,"Flexion Therapeutics, Inc.",17.175,N/A,649.35675,-4.16,N/A,1.385060745
FLXS,"Flexsteel Industries, Inc.",15.585,0.057742782,121.78284,-3.94,-0.221941992,0.907985546
FMAO,"Farmers & Merchants Bancorp, Inc. (Ohio)",29.35,0.020748299,327.4278,17.64,0.367160226,0.624767456
FMBH,"First Mid Bancshares, Inc.",33.1,0.023002421,550.87592,11.53,0.264329438,0.919965692
FMBI,"First Midwest Bancorp, Inc. (Illinois)",21.14,0.025677603,2312.71116,11.55,0.295017483,1.241933125
FMNB,Farmers National Banc Corp.,16.19,0.023690773,466.260344,12.53,0.294619321,0.892619356
FN,Fabrinet,68.04,N/A,2482.551,21.14,N/A,1.903668335
FNCB,"FNCB Bancorp, Inc.",7.6,0.026315789,153.2996,13.44,0.35746202,0.765538331
FNHC,FedNat Holding Co.,15.52,0.020899303,236.333667,-135.87,-2.887139108,0.800158913
FNKO,"Funko, Inc.",9.22,N/A,437.7918,12.05,N/A,1.372977984
FNLC,"The First Bancorp, Inc. (Maine)",28.37,0.042079208,308.22372,12,0.503703704,0.806355893
FNWB,First Northwest Bancorp (Washington),17.44,0.007696862,181.26348,18.73,0.141782092,0.627633472
FOCS,"Focus Financial Partners, Inc.",29.74,N/A,2048.218071,148.31,N/A,1.383110775
FOE,Ferro Corp.,14.885,N/A,1189.35568,25.41,N/A,1.987629403
FOLD,"Amicus Therapeutics, Inc.",11.165,N/A,2731.5632,-7.09,N/A,1.464862311
FOR,"Forestar Group, Inc.",20.86,N/A,969.1445,19.69,N/A,1.14057176
FORM,"FormFactor, Inc.",27.02,N/A,2011.349,51.73,N/A,1.616353347
FORR,"Forrester Research, Inc.",44.26,N/A,823.46484,-90.13,N/A,1.12829593
FOSL,"Fossil Group, Inc.",6.685,N/A,318.75596,119.71,N/A,1.838067013
FOXF,Fox Factory Holding Corp.,68.84,N/A,2648.525,28.99,N/A,1.387906113
FPI,"Farmland Partners, Inc.",6.56,0.030395137,197.921136,-263.45,-8.032128514,0.636432226
FPRX,"Five Prime Therapeutics, Inc.",4.96,N/A,188.509524,-1.19,N/A,1.779811577
FR,"First Industrial Realty Trust, Inc.",44.87,0.020439189,5636.6688,29.46,0.595863427,0.674698048
FRAC,"Keane Group, Inc.",4.55,N/A,477.81825,53.72,N/A,1.407101468
FRAF,Franklin Financial Services Corp. (Pennsylvania),37.6,0.031426269,161.76435,N/A,N/A,0.398243826
FRBA,"First Bank (Hamilton, New Jersey)",10.895,0.011049724,222.17388,13.64,0.15136226,0.612676018
FRBK,"Republic First Bancorp, Inc.",3.28,N/A,190.06289,-54.96,N/A,1.061234586
FRGI,"Fiesta Restaurant Group, Inc.",10.385,N/A,285.7504,-3.9,N/A,0.695971232
FRME,First Merchants Corp. (Indiana),41.46,0.024125452,2295.0036,12.95,0.312353584,1.24512549
FRPH,"FRP Holdings, Inc.",49.81,N/A,482.16192,33.95,N/A,1.246661373
FRPT,Freshpet Inc.,67.895,N/A,2445.0975,-570.08,N/A,0.918039461
FRTA,"Forterra, Inc.",14.16,N/A,883.49625,-54.16,N/A,1.614131739
FSB,"Franklin Financial Network, Inc.",37.93,0.004743083,562.91235,19.05,0.090415913,1.091293158
FSBW,"FS Bancorp, Inc.",53.655,0.012104283,239.4483,10.32,0.125735067,0.619976111
FSCT,"ForeScout Technologies, Inc.",33,N/A,1587.878166,-12.73,N/A,1.391361059
FSP,Franklin Street Properties Corp.,8.08,0.048064085,803.16019,133.77,5.960264901,0.926520198
FSS,Federal Signal Corp.,33.18,0.00952381,2033.0688,17.93,0.172935581,1.127174481
FSTR,L.B. Foster Co.,18.49,N/A,191.26832,-7.66,N/A,1.419048095
FTK,"Flotek Industries, Inc.",1.9,N/A,108.07665,-2.14,N/A,1.283163295
FTR,Frontier Communications Corp.,0.5893,N/A,61.1146,-0.01,N/A,1.942495752
FTSI,"FTS International, Inc.",0.4892,N/A,55.323972,-1.6,N/A,2.271762495
FTSV,"Forty Seven, Inc.",42.29,N/A,2053.68952,-17.52,N/A,1.695732991
FUL,H.B. Fuller Co.,48.78,0.013171541,2471.00355,19,0.247303034,1.525833906
FULC,"Fulcrum Therapeutics, Inc.",15.675,N/A,378.1242,N/A,N/A,-0.128163287
FULT,Fulton Financial Corp.,16.92,0.03084223,2768.71548,12.14,0.373080786,1.139553806
FVCB,"FVCBankcorp, Inc.",16.85,N/A,231.4683,14.71,N/A,0.542859641
FWRD,Forward Air Corp.,63,0.01158674,1750.60808,20.55,0.235009955,1.081535331
GABC,"German American Bancorp, Inc.",34.56,0.01971586,919.88279,15.03,0.295909487,0.941466829
GAIA,"Gaia, Inc.",9.31,N/A,172.26745,-6.33,N/A,1.289049098
GALT,"Galectin Therapeutics, Inc.",2.72,N/A,161.55624,-11.01,N/A,0.930661102
GATX,GATX Corp.,79.56,0.023442477,2754.999,13.44,0.310721583,1.327090443
GBCI,"Glacier Bancorp, Inc.",44.065,0.025284738,4051.531,18.47,0.465311256,1.164492274
GBL,"GAMCO Investors, Inc.",17.82,0.004571429,481.091923,5.96,0.026752274,1.020977918
GBLI,Global Indemnity Ltd.,32.11,0.031486146,453.576184,-14.24,-0.442243057,0.887673586
GBT,"Global Blood Therapeutics, Inc.",74.98,N/A,4423.36464,-19.29,N/A,1.709077944
GBX,"Greenbrier Cos., Inc.",27.63,0.037327361,873.24684,14.82,0.536279294,1.620935022
GCAP,"GAIN Capital Holdings, Inc.",3.44,0.069364162,129.5078,-4.06,-0.283018868,0.805426908
GCBC,"Greene County Bancorp, Inc.",28.96,0.014502762,247.20256,13.4,0.193870015,0.440622296
GCI,"Gannett Co., Inc.",6.46,0.239370079,780.29435,-33.54,-7.892004154,-0.217378003
GCO,"Genesco, Inc.",40.56,N/A,563.01,8.23,N/A,1.267242612
GCP,"GCP Applied Technologies, Inc.",23.6,N/A,1717.57018,30.89,N/A,0.884851165
GDEN,"Golden Entertainment, Inc.",21.05,N/A,573.50406,-10.22,N/A,1.654082395
GDOT,Green Dot Corp.,33.99,N/A,1721.02974,15.98,N/A,0.842342753
GDP,Goodrich Petroleum Corp.,5.73,N/A,70.79975,3.11,N/A,1.054689912
GEF,"Greif, Inc.",42.05,0.041735831,2035.50373,14.55,0.608828006,1.647105328
GEF.B,"Greif, Inc.",49.09,0.035736041,2377.24825,11.35,0.40687997,1.456627334
GEN,"Genesis Healthcare, Inc.",1.58,N/A,267.308223,-6.15,N/A,1.321115496
GENC,"Gencor Industries, Inc.",12.27,N/A,175.759577,14.36,N/A,1.186566107
GEO,"The GEO Group, Inc.",17.76,0.109770115,2110.185,13.06,1.40472163,1.030939552
GEOS,Geospace Technologies Corp.,14,N/A,185.37977,42.32,N/A,1.515239383
GERN,Geron Corp.,1.29,N/A,257.71362,-5.19,N/A,1.191619106
GES,"Guess?, Inc.",22.93,0.030432822,1455.87302,41.06,1.208594449,1.625240588
GFF,Griffon Corp.,20.54,0.0135354,1013.70349,21.55,0.306861099,0.880453912
GFN,General Finance Corp.,9.86,N/A,290.43196,16.75,N/A,1.433775191
GHDX,"Genomic Health, Inc.",63.44,N/A,N/A,N/A,N/A,N/A
GHL,"Greenhill & Co., Inc.",19.27,0.010277492,371.312368,37.36,0.387747189,1.554954682
GHM,Graham Corp.,18.28,0.02320442,179.0271,-55.11,-1.266204402,0.953347343
GIII,G-III Apparel Group Ltd.,27.885,N/A,1304.18775,9.42,N/A,2.309997264
GKOS,Glaukos Corp.,69.81,N/A,2890.950463,-132.37,N/A,1.440930747
GLDD,Great Lakes Dredge & Dock Corp.,10.265,N/A,659.0152,23.3,N/A,0.81063497
GLNG,Golar LNG Ltd.,10.325,0.030181087,1006.922,-1.9,-0.055034764,1.745673184
GLOG,GasLog Ltd.,5.61,0.113851992,425.4471,-4.1,-0.438148094,1.162029445
GLRE,Greenlight Capital Re Ltd.,9.4,N/A,351.81023,-6.16,N/A,1.000162429
GLT,P.H. Glatfelter Co.,17.31,0.029714286,772.9925,-35.56,-1.068200493,1.484726976
GLUU,"Glu Mobile, Inc.",6.84,N/A,1000.09196,113.27,N/A,1.436179151
GLYC,"GlycoMimetics, Inc.",4.365,N/A,189.0496,-3.3,N/A,3.380983306
GME,GameStop Corp.,4.19,0.094527363,265.007646,-0.55,-0.050243948,1.390144811
GMED,"Globus Medical, Inc.",55.59,N/A,5485.062892,37.54,N/A,0.619518577
GMRE,"Global Medical REIT, Inc.",15.29,0.052700922,717.35367,40.72,2.130492676,0.354772869
GMS,"GMS, Inc.",28.03,N/A,1163.026536,15.29,N/A,1.49748246
GNC,"GNC Holdings, Inc.",2.21,N/A,183.50605,4.24,N/A,1.465774572
GNE,Genie Energy Ltd.,7.64,0.03968254,202.23,13.66,0.536384767,0.939081221
GNK,Genco Shipping & Trading Ltd.,8.27,0.060386473,345.72312,-8.95,-0.541125541,1.7938411
GNL,"Global Net Lease, Inc.",21.35,0.083411654,1903.672624,105.64,8.782780802,0.552526763
GNLN,"Greenlane Holdings, Inc.",2.14,N/A,199.744541,-0.69,N/A,0.378047045
GNMK,"GenMark Diagnostics, Inc.",4.505,N/A,254.45477,-5.28,N/A,1.187743041
GNRC,"Generac Holdings, Inc.",113.72,N/A,6894.00466,27.35,N/A,1.098635932
GNTY,"Guaranty Bancshares, Inc. (Texas)",31.18,0.022500804,359.22717,13.71,0.309624912,0.533623722
GNW,"Genworth Financial, Inc.",4.11,N/A,1940.4,4.07,N/A,1.185853295
GOGO,"Gogo, Inc.",5.215,N/A,479.57952,-2.29,N/A,1.211186502
GOLF,Acushnet Holdings Corp.,31.02,0.018187831,2272.9896,20.44,0.362438221,0.989914983
GOOD,Gladstone Commercial Corp.,21.98,0.068150841,706.034711,574.35,39.26701571,0.394407798
GORO,Gold Resource Corp.,5.01,0.003937087,333.71536,48.45,0.193427466,-0.997482353
GOSS,"Gossamer Bio, Inc.",15.2,N/A,992.55114,-5.03,N/A,0.754588013
GPI,"Group 1 Automotive, Inc.",96.02,0.011238272,1801.230387,N/A,N/A,1.332063912
GPMT,"Granite Point Mortgage Trust, Inc.",18.26,0.092105263,1000.522368,13.19,1.213083977,0.362679354
GPOR,Gulfport Energy Corp.,1.195,N/A,174.08281,0.51,N/A,1.657161728
GPRE,"Green Plains, Inc.",13.42,0.018419033,468.496256,-3.07,-0.054822057,2.09070916
GPRO,"GoPro, Inc.",4.105,N/A,624.58156,-37.49,N/A,1.031019593
GPX,GP Strategies Corp.,14.05,N/A,227.63475,38.8,N/A,1.622189831
GRBK,"Green Brick Partners, Inc.",11.95,N/A,602.82672,10.79,N/A,0.654396146
GRC,The Gorman-Rupp Co.,36.16,0.01543643,931.11879,26.36,0.40096231,1.207396994
GRIF,"Griffin Industrial Realty, Inc.",41.125,0.011927481,212.66016,34.8,0.414696857,0.671592174
GRPN,"Groupon, Inc.",2.95,N/A,1632.08126,-31.45,N/A,1.334933466
GRTS,"Gritstone Oncology, Inc.",9.365,N/A,332.9958,-3.56,N/A,1.312559087
GSBC,"Great Southern Bancorp, Inc. (Missouri)",57.86,0.022793991,825.85451,11.11,0.254472548,1.028514165
GSHD,"Goosehead Insurance, Inc.",54.08,0.007702627,1949.34807,176.17,1.345703125,0.709444801
GSIT,"GSI Technology, Inc.",7.86,N/A,179.18397,-27.48,N/A,0.594078027
GTHX,"G1 Therapeutics, Inc.",20.2,N/A,749.7609,-6.8,N/A,2.344055819
GTLS,"Chart Industries, Inc.",65.71,N/A,2295.07389,45.99,N/A,1.694260283
GTN,"Gray Television, Inc.",22.22,N/A,2203.2888,15.19,N/A,1.275978506
GTS,Triple-S Management Corp.,17.92,N/A,414.16468,6.24,N/A,1.224022879
GTT,"GTT Communications, Inc.",13.82,N/A,783.48333,-5.51,N/A,1.36694084
GTY,Getty Realty Corp.,32.44,0.043491768,1326.26019,27.5,1.186742392,0.449289752
GTYH,"GTY Technology Holdings, Inc.",6.79,N/A,352.404,-5.67,N/A,0.466138867
GVA,"Granite Construction, Inc.",28.51,0.018591348,1307.34577,-12.66,-0.230875105,1.407431489
GWB,"Great Western Bancorp, Inc. (South Dakota)",30.87,0.037325544,1737.16023,10.63,0.395978238,1.303276544
GWGH,"GWG Holdings, Inc.",9.325,N/A,313.490762,-0.54,N/A,1.148052132
GWRS,"Global Water Resources, Inc.",13.33,0.020835277,309.20764,121.91,2.598727273,0.601343588
HA,"Hawaiian Holdings, Inc.",29.12,0.01680084,1331.13344,6.16,0.101464899,1.212413827
HABT,"The Habit Restaurants, Inc.",13.92,N/A,363.989354,82.04,N/A,0.759615574
HAE,Haemonetics Corp.,118.27,N/A,5946.73254,75.3,N/A,1.218556507
HAFC,Hanmi Financial Corp.,17.82,0.053962901,547.924884,16.79,0.90523338,1.217899468
HALL,"Hallmark Financial Services, Inc.",17.765,N/A,316.60881,11.38,N/A,0.892200257
HALO,"Halozyme Therapeutics, Inc.",19.995,N/A,2710.761,-72.97,N/A,1.127816181
HARP,"Harpoon Therapeutics, Inc.",16.3,N/A,393.71524,-6.63,N/A,1.521118456
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",37.57,0.036100595,2429.14224,53.44,1.899004267,0.62685076
HAYN,"Haynes International, Inc.",28.85,0.030188679,366.0074,24.67,0.751815463,1.099694639
HBB,Hamilton Beach Brands Holding Co.,14.95,0.023317788,137.301123,16.09,0.376627569,0.886786546
HBCP,"Home Bancorp, Inc.",36.26,0.023320378,333.25704,11.8,0.272939953,0.753288799
HBMD,"Howard Bancorp, Inc. (Maryland)",18.09,N/A,344.92203,20.52,N/A,0.713800019
HBNC,"Horizon Bancorp, Inc. (Indiana)",17.11,0.026666667,775.836,11.29,0.303370046,0.972148154
HCAT,"Health Catalyst, Inc.",31.785,N/A,1196.64632,-4.6,N/A,0.174295691
HCC,"Warrior Met Coal, Inc.",20.58,0.009920635,1029.61152,1.64,0.015895977,1.299567804
HCCI,"Heritage-Crystal Clean, Inc.",28.13,N/A,656.1638,49.98,N/A,0.743133844
HCI,"HCI Group, Inc.",45.93,0.03371869,368.21493,30.02,1.029479051,0.387070112
HCKT,"The Hackett Group, Inc.",15.4,0.022179975,471.77466,22.04,0.5,0.871710194
HCSG,"Healthcare Services Group, Inc.",28.78,0.030259641,1941.17661,33.26,0.912597881,0.944292947
HEES,"H&E Equipment Services, Inc.",29.805,0.037529853,1050.73419,11.81,0.436161776,1.975582848
HELE,Helen of Troy Ltd.,194.53,N/A,4973.0886,25.32,N/A,0.825967141
HFFG,"HF Foods Group, Inc.",18.04,N/A,916.710858,63.49,N/A,0.565762716
HFWA,Heritage Financial Corp. (Washington),26.75,0.027387121,989.44538,14.59,0.403269755,1.163745845
HI,"Hillenbrand, Inc.",29.25,0.029021702,2168.900972,20.41,0.58776336,1.328203486
HIBB,"Hibbett Sports, Inc.",24.375,N/A,413.598784,15.98,N/A,0.50998732
HIFS,Hingham Institution for Savings,200.42,0.007822169,425.39094,10.94,0.086606189,0.523930267
