symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
CPRT,"Copart, Inc.",3.0172,3.39635,3.98575,20.57575,6.9034,23.3807,15.0057,0.775230966,0.624252506,0.998952671,0.30954347,0.435239785,0.30627715,0.193036762,0.375747494,0.1788,0.1463,0.17645,0.624252506,0.998952671,0.30954347,6.9034,2.1529,154.45,1.373660871,0.665644546,3.5645,3.071812698,2.035906389,-0.99115,52.58375,27.97735,42.4638,7.6484,0.0004,0.00045,0.000276237,0.000447984,973.79715,102.26,1.139216192,0.6004,0.3837,0.64175,0,6.9034,0.265824102,0.639238892,102.26,266.5868984,2.773005058,2.773005058,0,0.0417,-0.0185,0.00405,-0.01315,0.0021,0.0099,-0.0184,-0.02685,0,0.01425,0.227,0.1606,0.14175,0.1454,0.21145,0.11525,0.1079,0.18635,0.1176,0.1127,0.1692,0.104,0.0856,0,0,0,-0.01185,-0.0294,0.1339,0.17155,-0.5,0,0.1418,334.0000763
CRM,"salesforce.com, inc.",7.8827,8.5705,6.2355,99.9693,4.4445,36.6399,30.0504,7.549675853,0.583196058,0.985755797,0.107544292,0.802444578,0.087296633,0.061826019,0.416803942,0.0909,0.0773,0.2396,0.583196058,0.985755797,0.107544292,4.4445,22.7173,0,14.55320975,0.530681436,1.879,1.721032231,1.11361369,0,89.7292,0,4.1351,0,0.183,0.4313,0.301337349,0.301337349,70.204,0.60175967,2.356961378,0.5442,0.4447,2.0314,0,4.4445,0.207501936,0.817279476,0.60175967,0,5.472838933,5.472838933,0,0.2235,0.7315,0.8113,0.8587,0.8111,0.8161,0.0271,0.023,0,0.1801,0.314,0,0.3504,0.3336,0,0.2408,0.3005,0,0.4616,4.282,0,0.3427,0.4955,0,0,0,0.2041,0,0.6625,0.513,0,0.3252,0.1551,384.867773
CSCO,"Cisco Systems, Inc.",3.1628,3.9641,3.44125,19.15,8.2356,14.59975,13.0448,1.511177944,0.811154204,0.947447832,0.236640732,0.639928222,0.215800573,0.181908969,0.188845796,0.19625,0.1671,0.23175,0.811154204,0.947447832,0.236640732,8.2356,12.42975,32.31825,9.546537906,0.511831679,2.9545,2.69018157,0.328466041,-11.39445,60.93095,21.4804,7.49015,18.0696,0.16975,0.30585,0.213119894,0.233502494,19.67325,0.813469234,1.797784934,1.7365,1.56245,0.89015,0,8.2356,0.264048505,0.899684131,0.813469234,1.642926357,9.970011549,9.970011549,0,0.01075,0.0045,0.01355,0.014,0.0365,0.0341,-0.02145,-0.0256,0,-0.0767,-0.0738,0.1139,0.1339,0.08415,0.0862,0.09765,0.0594,0.133,0.09615,0.04465,0.10665,0.14295,0.16815,0,0,0,0.96535,0.0526,0.17535,0.15665,0.48905,-0.00475,0.03205,45.90397387
CSX,CSX Corp.,2.4909,2.4909,2.2129,16.379,9.65125,22.8184,8.47955,2.538310918,0.631483598,0.789937668,0.274121596,0.269907394,0.269907394,0.136688905,0.368516402,0.05645,0.15505,0.0681,0.631483598,0.789937668,0.274121596,9.65125,2.5948,46.78985,0.419452859,0.357106517,1.2515,1.019958766,0.530502768,-10.7306,37.1235,0,37.4677,0,0.30285,0.9546,0.47721613,0.488155983,4.8634,0.315502711,3.150544745,2.2934,0.949,1.0027,0.2705,9.65125,0.266064188,0.395790894,0.315502711,11.68199339,1.679630393,1.365624546,0.269920555,0.08905,0.0952,0.08905,0.1055,0.1354,0.13675,-0.02495,-0.02975,0.12805,0.15205,0.4421,0.01525,0.0563,0.041,0.1254,0.18175,0.11325,0.50835,0.19525,0.0453,0.04935,0.05785,0.0373,0.04465,0.3484,0.3032,-0.0516,0.0047,0.0347,0.06595,0.05225,0,0,108.2732387
CTAS,Cintas Corp.,1.52295,2.59795,1.02185,16.99315,9.71925,9.2015,6.8545,1.769999914,0.626499286,0.877083183,0.109875162,0.41654891,0.109270128,0.060375357,0.373500714,0.1131,0.09035,0.08075,0.626499286,0.877083183,0.109875162,9.71925,11.752,18.0991,4.046323198,0.954018313,4.093,2.219834323,0.751583078,-5.3084,35.92825,27.0765,7.07385,23.6938,0.2047,0.32125,0.242942473,0.243083655,8.13605,0.692558073,1.569155343,3.5633,2.6763,1.7698,0.3305,9.71925,0.14907579,0.748915518,0.692558073,902.1395758,4.181267855,2.655308561,0.171505426,-0.05595,-0.17055,-0.1681,-0.18625,-0.18285,-0.18285,-0.00265,0,0.0215,0.02255,0.14105,0.079,0.06955,0.0332,0.09755,0.05925,0.0855,0.0371,-0.0253,-0.10435,0.10605,0.0666,0.07135,0.1111,0.09295,0.0875,-0.0778,-0.1573,0.02195,0.06315,-0.08365,0,-0.008,401.5043718
CTL,"CenturyLink, Inc.",1.10385,0,2.07705,12.98065,10.5519,10.2712,6.8455,2.685502487,0.65048671,0.729477973,0.279618201,0.638328082,0.270209777,0.132348622,0.34951329,0.09135,0.08335,0.04905,0.65048671,0.729477973,0.279618201,10.5519,5.9309,308.43365,0.675598783,0.269995517,0.8945,0.686363736,0.132948577,-3.62315,43.63285,0,22.2562,0,0.3381,0.7896,0.432631461,0.441053702,3.70005,0.24103299,2.334635265,7.3598,4.024,0.6947,0.897,10.5519,0.303422986,0.54891824,0.24103299,86.78212874,2.22583318,1.185111331,0.89637421,0.67365,0.6515,0.69,0.61715,-0.058,-0.058,0.72805,0.72725,0.1639,0.5719,0.7018,0.08215,0.05845,0.0242,0.0924,0.0047,-0.03545,0.06605,0.0503,-0.0269,0.10925,0.08455,0.10625,0.31455,0.64725,1.23585,1.1069,1.0173,0.8551,0.1064,0.6422,0,0.72905,32.92970074
CTSH,Cognizant Technology Solutions Corp.,5.62935,6.2062,4.45895,27.47175,5.20835,30.1916,24.4792,1.537129612,0.837398182,1,0.192791879,0.428939438,0.18815528,0.161447243,0.162601818,0.241,0.2031,0.33845,0.837398182,1,0.192791879,5.20835,19.62205,0,7.429769045,0.992092825,3.6745,3.37141622,1.679143483,0,79.78505,0,6.0367,0,0,0,0,0,0,0,1.268405256,1.2086,0.989,2.2192,0,5.20835,0.185782672,0.821699962,0,0,6.44723982,6.44723982,0,0.25265,0.30785,0.2953,0.30645,0.2811,0.2838,0.01825,0.01695,0,0.35095,0.63035,0.3863,0.3712,0.2876,0.3627,0.3526,0.3265,0.4192,0.3432,0.2817,0.453,0.3731,0.3307,0,0,0,0.32685,0,0.38935,0.32625,0,0,0.22695,88.08978297
CTXS,"Citrix Systems, Inc.",3.3842,6.3285,4.60635,34.0585,5.7537,16.75115,14.5625,0.812312595,0.906803407,1,0.149263547,0.880027754,0.140888899,0.133069126,0.093196593,0.40865,0.0979,0.08995,0.906803407,1,0.149263547,5.7537,8.637,200.9834,7.000220742,0.514168831,1.344,1.165663515,0.350866802,-13.92595,71.31255,0,12.8944,0,0,0,0,0,0,0,1.431568072,2.98805,2.576,1.7842,0,5.7537,0.314295978,0.860076409,0,0,7.261884727,7.261884727,0,0.08215,0.35365,0.42295,0.261,0.25075,0.2452,0.00805,0.0099,0,0.16035,0.3887,0.1464,0.14475,0.10925,0.0974,0.12695,0.13135,0.07995,0.0768,0.0466,0.1523,0.15655,0.12415,0,0,0,0.27965,-0.2113,0.1727,0.14465,0,0.13015,0.01025,30.64150697
CVS,CVS Health Corp.,1.2598,10.55325,0.47795,13.16855,18.285,23.7578,10.573,1.292223382,0.619087492,0.915484522,0.06475222,0.209191353,0.064746482,0.036706193,0.380912508,0.255,0.0971,0.0772,0.619087492,0.915484522,0.06475222,18.285,3.76865,9.5903,11.95260028,1.566972952,1.5125,0.553261066,0.108599819,-50.07635,19.52435,0,24.8954,0,0.17155,0.2896,0.191658297,0.224320796,11.84475,0.418132617,1.686200583,3.1549,1.5535,0.9006,0.1285,18.285,0.045489987,0.480898074,0.418132617,2.534734067,2.011338668,1.655974139,0.129274726,0.05315,0.0211,0.00895,0.04145,0.06495,0.0731,-0.02335,-0.0316,0.16485,0.10335,0.3571,0.1101,0.10625,0.07735,0.12545,0.15815,0.1135,0.11195,0.1407,0.11845,0.17825,0.2256,0.16335,0.10915,0.18665,0.2025,-0.04195,0.082,0.0099,0.0701,-0.07465,0,0.0743,57.63457032
CVX,Chevron Corp.,1.714,1.79865,0.898,12.10595,9.27245,7.81955,6.91495,0.62107041,0.581903362,0.998460839,0.13188233,0.231065652,0.132388649,0.076954767,0.418096638,0.12525,0.14755,0.1175,0.581903362,0.998460839,0.13188233,9.27245,2.9878,32.45325,1.870079913,1.075858416,1.5515,1.23727109,0.457783375,-13.9849,41.58675,0,34.62865,0,0.063,0.1118,0.098140221,0.100552989,649.85855,2.287363732,1.774690622,12.6182,2.8005,6.37485,0.402,9.27245,0.132936334,0.175118551,2.287363732,109.059485,1.287514569,1.005335655,0.401881629,0.00605,0.08085,0.0806,0.1264,0.1299,0.1291,-0.00475,0,0.05955,0.1361,12.4679,0.01835,0.0302,-0.024,0.0452,0.0928,0.0246,0.0619,0.0244,-0.05255,0.101,0.1492,0.1291,0.0803,0.10935,0.0885,0.1183,-0.0999,0.0719,0.10705,0.13635,0.00135,-0.08025,31.95921979
CXO,"Concho Resources, Inc.",3.2552,3.3226,8.9129,19.83485,3.5834,0,12.07605,3.705486923,0.333956462,0.417929631,0.210957758,0.820358603,0.385374544,0.110418533,0.166043538,0.01975,0.0392,0.04175,0.333956462,0.417929631,0.210957758,3.5834,3.43555,33.19725,0.176049113,0.15983504,0.6485,0.530254371,0.005176727,-66.5197,118.1378,0,37.84555,0,0.3094,0.7144,0.399755169,0.416502639,2.9737,0.38036256,2.313293685,5.6376,-9.859,0.0211,0,3.5834,0.7346007,-1.574363592,0.38036256,5.690043448,0.419527059,0.419527059,0,0.35355,44.64915,0.7233,10.4073,9.1913,9.066,0.08095,0,0,0.3654,-1.64555,0,-0.03715,0.19495,0,0.01325,0.29995,0,0.1781,0.38795,0,-0.00475,0.1887,0,0,0,0.38925,0.27905,0.4097,0.28895,0.68625,-0.3854,0.2708,157.9349795
D,"Dominion Energy, Inc.",2.07265,3.1378,1.6161,13.44575,6.49515,0,9.86415,3.055856478,0.627107755,0.767770377,0.286131326,0.273273778,0.200153915,0.137543354,0.372892245,0.07845,0.1746,0.05005,0.627107755,0.767770377,0.286131326,6.49515,2.2683,12.6517,0.568509585,0.348184802,0.9665,0.544117905,0.043526224,-39.69755,54.34535,0,36.37545,0,0.41645,1.536,0.574152786,0.605412461,5.03725,0.157403534,3.686767628,4.7415,-1.418,0.43815,0.595,6.49515,0.189053529,-0.444269587,0.157403534,1.262970755,0.760011109,0.591095997,0.595247345,0.0063,0.41975,0.0273,0.44175,0.44135,0.4401,-0.00035,0,0.07665,-0.0516,-14.6859,0.0414,0.01705,0.0022,0.03935,0.02545,0.0192,0.1436,0.1466,0.0324,0.03745,0.04165,0.04495,0.0333,0.0628,0.0803,-0.0589,-0.00115,0.00905,0.09195,0.00625,0,0,108.3227793
DAL,"Delta Air Lines, Inc.",23.6449,0,0.31455,8.87325,21.09645,28.3949,4.97145,15.04578613,0.487664474,0.192771084,0.012358797,0.381366473,0.029135163,-0.012702584,0.012335526,-0.01495,-2.19395,0.01985,0.487664474,0.192771084,0.012358797,21.09645,5.01485,88.4815,1.468581022,0.688071199,0.729,0.569834505,0.401682692,-6.3826,17.16665,0,17.9674,0,0.37295,43.5996,0.960437695,0.965204508,0.41645,0.132932154,113.4388847,2.67935,1.058,5.31845,0,21.09645,0.069161121,0.327241912,0.132932154,1.132839707,1.628768868,1.628768868,0,0.38095,2.08455,4.4018,1.1704,1.19735,1.19405,0.7693,0,0,1.4308,4.23785,0,0,0,0,-0.01095,-0.05325,0,0,0,0,0,0,0,0,0,-0.01485,-0.09235,-0.0212,0.8659,-0.0377,0,0.28345,306.966552
DD,"DuPont de Nemours, Inc.",0.77485,8.0454,0.3422,25.10935,5.563,12.3357,5.9041,4.135284021,1.001851947,0.457105208,0.063364734,0.13734712,0.021205909,0.028738854,-0.001851947,0.0546,0.06865,0.0145,1.001851947,0.457105208,0.063364734,5.563,3.28965,7.33525,2.755800037,0.725525002,1.6135,1.060069578,0.361858833,-60.1713,70.31905,0,31.70075,0,0.34065,1.0897,0.483898144,0.521470866,2.12275,0.132451678,3.199091463,8.44865,2.0385,13.4702,1.109,5.563,0.061331947,0.63446259,0.132451678,0.958666079,8.853659612,2.047680769,1.014233606,0.2148,0.56965,3.0991,2.2217,1.99245,1.94555,0.10025,0.10385,-0.32145,0.2087,1.93305,0.03725,-0.00015,-0.0539,-0.0007,-0.0581,-0.15465,-0.04715,-0.21065,-0.28915,0.0619,0.06955,0.0173,-0.0638,-0.1485,-0.27365,0.1608,0.08475,0.25295,0.1706,0.47605,0.12575,0.15705,324.5743458
DE,Deere & Co.,4.60405,5.81215,1.0458,19.85855,1.2327,18.652,12.02225,1.114597815,0.63562306,0.408608327,0.213680303,0.432719848,0.213863202,0.054755823,0.36437694,0,0.2389,0,0.63562306,0.408608327,0.213680303,1.2327,1.03955,9.0118,4.114808456,0.581464386,0,0,0,-59.0434,303.42045,0,89.76455,0,0.57985,4.4829,0,0,6.79825,0,7.707186588,5.03845,3.24105,9.9711,0.4025,1.2327,0.094206497,0.248033358,0,0,2.81779591,1.702956004,0.469120944,0.1387,0.20175,0.203,0.2803,0.28025,0.275,-0.00825,-0.0087,0.04615,-0.23935,0.4049,0.0812,0.0708,0.0471,0.06605,0.2636,0.13385,0.1527,0.0098,-0.07185,0.038,-0.0072,-0.0656,0.0882,0.1502,0.10625,0.1215,0.3049,0.1407,0.0269,0.04345,0.05655,0.00345,31.36770178
DFS,Discover Financial Services,1.2683,1.35335,2.4021,10.6652,0,2.37915,2.3463,5.59107325,0.579123877,1,0.404444985,1,0.426415194,0.234817492,0.420876123,0,0.1233,0,0.579123877,1,0.404444985,0,0,0,8.123216375,0.075886868,0,0,0,0,0,0,0,0,0.17205,1.515,0,0,0,0,7.434818012,7.18675,7.0875,17.92705,0.0575,0,1.022598335,0.986178269,0,0,72.58239882,28.58556575,0.094249779,-0.0687,-0.03285,-0.0611,-0.06045,-0.11375,-0.1174,0.0672,0,-0.41665,-0.0144,-0.011,0,0,-0.04455,0,0,0.1099,0,0,-0.0008,0,0,0.00185,0,0,0.0503,0,0,0.2372,0.01175,3.1891,0,-0.04945,180.7367069
DG,Dollar General Corp.,2.3374,0,0.6782,22.3714,0,17.8495,11.8908,3.136751915,0.614801962,0.614924376,0.07611318,0.312796892,0.080809367,0.028775099,0.385198038,0.1725,0.1001,0.0801,0.614801962,0.614924376,0.07611318,0,4.2213,8.0397,8.880235112,1.330891263,1.53,0.184066308,0.184066308,-68.4198,0,0,25.7111,0,0.384,1.0039,0.500693445,0.500963248,2.5969,0.197692239,2.614377556,2.0845,1.316,0.688,0,0,0.057036396,0.631335433,0.197692239,183.2805775,2.712492844,1.379365981,0.706250258,0.2054,0.5313,0.6422,2.1377,2.0882,2.0588,0.0182,0.0231,0,0.1698,0.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739,-0.0029,0.1759,-0.1774,0,0.1176,178.7600743
DGX,"Quest Diagnostics, Inc.",2.5392,0,1.3821,14.3352,8.83105,11.76,9.70945,2.089210706,0.61961018,0.890572876,0.178594558,0.415718623,0.179550927,0.098546737,0.38038982,0.5462,0.18075,0.1154,0.61961018,0.890572876,0.178594558,8.83105,1.85455,81.752,8.863782501,0.860966716,1.454,1.175819856,0.437204021,-7.12775,41.5014,0,43.5056,0,0.3567,0.76005,0.409849307,0.431782107,9.14,0.347450608,2.130341097,5.9777,4.924,2.76305,0.1,8.83105,0.143892938,0.824463335,0.347450608,4.526664282,5.709202889,4.083713888,0.100726735,-0.00035,0.06615,0.02815,0.1213,0.1756,0.17695,-0.06655,0,0,0.0296,0.03775,0.1044,0.09845,0.075,0.13355,0.0792,0.0724,0.1129,0.0967,0.2176,0.1566,0.1277,0.115,0,0.0446,0.00425,0.00755,-0.13365,0.0074,0.1339,-0.01495,0,-0.0223,46.57363808
DHI,"D.R. Horton, Inc.",1.4336,0.94975,0.8968,7.2208,0,4.1581,4.08005,5.688647746,1.231658291,0.490631164,-0.06438823,0.104045292,-0.046350249,-0.047307567,-0.731658291,0,-0.06805,0,1.231658291,0.490631164,-0.06438823,0,3.873,1.05645,68.00542766,0.64113519,0,0,0,-362.61615,0,0,21.65945,0,0.4156,1.07305,0,0,-158.4158,0,2.548762391,2.91375,2.87365,5.31425,0.054,0,0.236613909,0.983750998,0,0,110.5062164,15.92764152,0.097307222,3.2853,0.98565,1.08315,1.1185,1.11885,1.11885,0.0019,0,-0.33335,-0.3851,-0.39245,-0.03465,-0.2032,-0.3255,0,0,-0.0986,-0.0145,-0.1518,0,0.054,-0.1182,-0.2557,0.15065,-0.1015,-0.3357,0,-0.13825,-0.13565,-0.03455,-0.2352,0,-0.1636,322.7473015
DHR,Danaher Corp.,1.6593,1231.7227,1.8025,14.44435,5.8852,11.77215,10.6949,2.038157675,0.803105299,0.936515125,0.168235147,0.496209605,0.149196549,0.126190321,0.196894701,0.39125,0.1149,0.06645,0.803105299,0.936515125,0.168235147,5.8852,2.62585,10.73895,10.15331479,0.550785105,1.859,1.220736695,0.557712298,-67.8882,63.7719,0,34.6038,0,0.1384,0.2291,0.183876566,0.186116233,16.69985,0.675937068,1.652631719,2.9991,2.721,2.59205,0.0325,5.8852,0.168661806,0.907225476,0.675937068,45.94643805,10.78316033,8.556404035,0.032667599,0.05835,0.2037,0.08895,0.21545,0.198,0.19985,0.0113,0.0086,0.15705,0.0631,0.0703,0.1125,0.0829,0.02465,0.13895,0.10645,0.0512,0.158,0.1091,0.03575,0.198,0.19995,0.1588,0.0971,0.1775,0.15435,0.0531,0.02155,0.1271,0.1692,0.0414,0.05845,0.044,174.9507061
DIS,The Walt Disney Co.,1.6055,4.45005,1.5439,15.7773,7.11265,14.30265,9.65205,1.765493605,0.624395472,0.929393089,0.16835589,1,0.15680046,0.097799667,0.375604528,0.18455,0.1018,0.06835,0.624395472,0.929393089,0.16835589,7.11265,1.68175,29.1234,2.095960422,0.561362837,1.221,0.849530924,0.314963001,0,52.2381,0,57.64335,0,0.19075,0.35455,0.233373687,0.26156356,14.4204,0.472934628,1.857789546,3.1504,2.1271,1.63125,0.183,7.11265,0.159979874,0.674830291,0.472934628,3.604798349,3.075881292,2.298036257,0.180361075,0.00405,-0.044,-0.02835,-0.0273,-0.0382,-0.03735,0.0159,0.01945,0,0.08485,0.0589,0.0524,0.05245,0.04445,0.07635,0.0819,0.0327,0.12275,0.09945,-0.0104,0.05655,0.0803,0.0655,0.13125,0.0126,0.06585,0.0475,0.13265,0.0532,0.0644,-0.0749,0,0,172.7464976
DISCA,"Discovery, Inc.",2.5245,0,2.9194,26.1705,4.3624,25.92335,15.9889,3.02186946,0.614783786,0.813716028,0.338072677,0.712375427,0.333553096,0.167481523,0.385216214,0.4537,0.09675,0.0776,0.614783786,0.813716028,0.338072677,4.3624,13.40955,0,8.871494139,0.326034789,2.172,1.773672223,0.69464415,0,86.1894,0,7.60915,0,0.3237,0.5726,0.362186562,0.364088774,5.38245,0.18416169,1.768713622,0.7724,0.711,0.6423,0,4.3624,0.182952347,0.920488462,0.18416169,25.14736842,12.65269017,12.65269017,0,0.06495,0.1374,0.15395,0.4559,0.2441,0.2464,0.16125,0.16465,-0.5,0.08045,0.1504,0,0,2.12065,0,0,0.88305,0,0,0,0,0,-0.01445,0,0,0,0.06235,0,0.02535,-0.0753,-0.0212,0,0.04665,-27.70222583
DISH,DISH Network Corp.,0,0,0.7424,11.76135,15.35985,8.2792,4.15,2.43155633,0.63296323,0.747549026,0.139062684,0.424852221,0.136221418,0.066194112,0.36703677,0.24725,-0.5861,0.3379,0.63296323,0.747549026,0.139062684,15.35985,6.46795,32.2746,3.872369579,1.359228549,1.0365,0.858127537,0.087295856,-20.3512,23.55065,0,13.9264,0,0.7298,-4.42535,1.369281545,1.342873587,3.9995,0.333123078,0,4.85505,2.446,0.8369,0.704,15.35985,0.178711212,0.503566876,0.333123078,42.41620266,2.019014809,1.529227617,0.703451369,0.0332,0.07395,0.03695,0.12665,0.1314,0.13325,-0.0033,-0.0149,-0.73445,-0.01105,-0.0098,0.19185,0.09895,0.05155,0,0.10995,-0.039,0,0.0859,0.05315,0,0,0,0,0.07435,0,-0.02095,0.17055,0.22265,0.1894,0.15005,0,0.048,168.7671745
DLR,"Digital Realty Trust, Inc.",2.42805,2.42805,5.7131,77.89625,14.91195,0,13.27125,0.244938477,0.985262168,0.465959343,0.278560414,0.664925569,0.279517075,0.127895223,0.014737832,0,0.05415,0,0.985262168,0.465959343,0.278560414,14.91195,1.14035,0,0.19528707,0.166254305,0,0,0,0,28.03365,0,93.43015,0,0.5016,1.28745,0,0,1.8805,0,2.558930827,3.9985,-9.631,1.15085,2.6495,14.91195,0.430155417,-2.314062468,0,0,0.372608396,0.317140249,1.464687409,0.2868,0.36315,0.374,0.50255,0.3513,0.36005,0.10655,0.10515,0.2704,0.284,-2.03955,0,0.02575,0.0998,0,0.02905,0.227,0,0.0629,0.1713,0,0.0382,0.06005,0,0.07585,0.1541,0.3523,0,0.28225,0.03695,0.43065,0,0.12115,396.4214373
DLTR,"Dollar Tree, Inc.",3.086,3.4034,0.8431,13.9387,0,10.5969,7.5911,1.225171488,0.631402679,0.989859594,0.098027221,0.35494724,0.098027221,0.061267013,0.368597321,0.2076,0.2243,0.2602,0.631402679,0.989859594,0.098027221,0,7.5514,7.7179,7.323533529,2.284666113,2.743,1.2595083,1.201092667,-73.5322,0,0,15.3432,0,0.1168,0.1872,0.148880419,0.157658985,98.6154,2.171962617,1.602085083,2.1942,1.5718,2.1587,0,0,0.111064383,0.716351119,2.171962617,33.2,3.525485437,3.525485437,0,0.1662,0.4019,0.4019,0.3965,0.4142,0.4024,-0.026,0,0,0.4413,0.5313,0.1506,0.1645,0.1528,0.1686,0.2187,0.1783,0.1219,0.1787,0.2473,0.1686,0.0945,0.1247,0,0,0,0,0.0059,0.1248,0.1709,-0.0004,0,0.0959,293.9581271
DOV,Dover Corp.,1.4449,5.9055,1.0848,12.5259,6.0372,8.33515,7.15475,2.781126389,0.764968698,0.859890682,0.13591411,0.386612408,0.130846323,0.090643574,0.235031302,0.20105,0.121,0.0779,0.764968698,0.859890682,0.13591411,6.0372,2.8374,9.3997,7.111978278,0.695920056,2.669,1.956489917,0.887769157,-63.8438,60.5695,0,25.2834,0,0.22365,0.4275,0.296192157,0.2992013,7.5769,0.473932802,1.9105184,4.65295,3.998,5.10005,0.4095,6.0372,0.151367488,0.861215244,0.473932802,39.54923148,7.419953216,2.744834543,0.409255892,-0.0296,0.1733,0.0679,0.28375,0.2868,0.2747,-0.00415,-0.0067,0.09115,-0.01015,-0.0197,0.03155,0.0535,-0.0326,0.07105,0.07975,0.0192,-0.02095,0.0357,-0.03475,0.0785,0.07765,0.06385,0.0856,0.1031,0.12215,0.0158,0.025,0.04285,0.0971,-0.06825,0,-0.05465,74.85162461
DRE,Duke Realty Corp.,1.00005,1.00005,2.58305,0,6.351,12.79325,7.4192,0.501617769,0.508705468,0.12878815,0.053080636,0.404144154,0.016478337,-0.092234254,-0.008705468,0,-0.0333,0,0.508705468,0.12878815,0.053080636,6.351,2.09945,0,0.179087125,0.151703312,0,0,0,0,52.7406,0,14.16175,0,0.539,1.3729,0,0,0.29545,0,2.54601841,1.8138,1.0511,0.40455,-5.0845,6.351,0.34978379,0.56884077,0,0,2.479779505,1.238471625,1.231154442,-0.0565,0.89405,0.42,-3.33015,-2.55125,-2.55125,0.27845,0.24465,-0.35575,-0.20015,0.0558,-0.01335,0.01065,-0.1083,-0.04745,-0.0818,-0.05795,-0.09125,-0.1787,-0.2403,-0.054,-0.0638,-0.11175,-0.07375,-0.2079,-0.2766,-0.16975,0,-0.0019,-0.20045,-0.00365,0,0.03775,204.8475579
DRI,"Darden Restaurants, Inc.",2.8637,3.4974,0.70005,12.84375,141.4173,14.7353,5.94785,1.887116202,0.736614402,0.839491978,0.087607897,0.224011814,0.087755918,0.054218005,0.263385598,0.13745,0.2227,0.09755,0.736614402,0.839491978,0.087607897,141.4173,7.9535,30.77045,2.136251858,1.392217542,0.5385,0.172992702,0.131519551,-1.1023,2.4621,7.1837,12.3146,1.19095,0.3435,1.01975,0.474639951,0.502923219,6.26905,0.479128911,2.957353924,6.08475,2.6475,1.12195,0.32,141.4173,0.117605735,0.428256992,0.479128911,4.612444444,1.811972801,1.416324446,0.321091841,0.04655,0.0219,0.03045,0.03675,0.03875,0.04545,-0.0038,-0.0091,0.18055,0.10925,0.3631,0.11215,0.10685,0.1162,0.132,0.11915,0.106,0.135,0.11835,0.16815,0.1007,0.1053,0.16845,0.3266,0.62105,0.27765,0.06745,0.01685,0.0561,0.1552,-0.0491,0,0.03745,101.2449811
DTE,DTE Energy Co.,1.1357,1.6724,0.89805,12.7695,5.6385,9.8028,4.076,3.023375617,0.674796748,0.611724613,0.169878168,0.319820461,0.164143138,0.070142061,0.325203252,0.0445,0.0892,0.0376,0.674796748,0.611724613,0.169878168,5.6385,2.78215,14.92705,0.650425828,0.336824973,1.12,0.618426085,0.037531366,-37.90605,61.66875,0,32.07075,0,0.3369,1.2737,0.526646186,0.559892655,2.58485,0.220459049,3.778797,10.9773,4.5505,0.6081,0.6175,5.6385,0.220527018,0.414407133,0.220459049,1.760159855,1.709044234,1.28305672,0.612781955,0.0902,0.0545,0.0829,0.0731,0.06375,0.0622,0.01525,0.0183,0.01415,0.08505,1.57055,0.04355,0.02755,0.0128,0.04185,0.13865,0.1422,0.00555,0.04755,0.0162,0.0398,0.03775,0.0508,0.0043,0.0086,0.00825,-0.0987,0.12245,0.00645,0.043,-0.03925,0,0,153.8344984
